Transaction Hash,Block Number,Timestamp,Gas Price (Gwei),Gas Used,Number of Inputs,Max Merkle Tree Depth
5a07735bc8bd1b29a32a3e7608f9b58aef53265d6fe8b790b1b5bccf0b661341,6608713,1729382942,0.125,1621658,1,1
b7ce4b4c460209b9e381911eb7c616a8d01484fe412de3fa0e59f282f448ccb8,6408126,1728430281,0.125,1729136,2,1
f4ca150d4f1f7241444860c288db7ffc954f626cc0ddec16b33a16313815a015,6406859,1728423795,0.125,1570444,2,1
38d4067558814c243ca9335cf869a0271f202e55dba391fe353e042579267cfd,6487477,1728789892,0.125,1708501,1,1
31698b702edf2ff796546bdb44f4513004f18f8b6b1776fd4fdb823dc5beb4e2,6469620,1728700687,0.125,1535368,1,1
d9579e936cfc6d3f499271bff8e64d48dcbbf69521a3da239eeb0ef23174bf47,6531731,1729006123,0.125,1786365,1,1
cb2de89b7c3c42b6a6f26e80c3270dcbbff17187ddb31986cbe9835327bb77fd,6506666,1728885602,0.125,1970458,16,4
37b1a2c7f4e8066bc771789ef0151176433596775b12753ad80dedc1f00008c9,6435211,1728560783,0.125,1612322,1,1
cec3b2a2844fdaee5ebc40855cd4cf772a8f41aeef1c7753d2879a6912f72455,6607950,1729378913,0.125,1686083,1,1
4f39a30666a2b1867659b3748b345db519c3f83c8a7194f601b44a63e032090f,6528682,1728993095,0.125,1692041,1,1
7de7a510c8751c84d3521f67119fcd5eab3c554fc0a36be3afed928ba5f16e21,6408953,1728434181,0.125,1728451,2,1
dad9cf9d808a91be7c1425f2ba9b2c6b905e6f8f486db83117a1feb5b0fc14cd,6420952,1728490749,0.125,1800844,2,1
d2289a976a06280becd979708ee16a610e212c61e38dbc71516ba32f522ad0f0,6608963,1729384094,0.125,1528673,1,1
42c6d8262d598c96236baf1f315c83b7a627052dfbef735e1da528ed2db5a131,6418560,1728478799,0.125,2085158,14,4
1d309aba4825758efd1499fd89672182c3eade1853785798b9d80e0eb3fffb31,6559383,1729140576,0.125,1828053,3,2
0140c2d8a1030273a42c733f4d8b38d50a0d0e75e02938343e6d791618028d67,6420709,1728489602,0.125,2100954,15,4
51967a75b40d14d79ae52638e9697b4c4826928348806eeb243ec968be882cdc,6407167,1728425233,0.125,1493219,2,1
9b8a3e855606988a03376bd3ec69df8b89883cd03ed1da303c0fa9eaaa3f2d0d,6407120,1728425032,0.125,1653623,2,1
0c01b54cb5380e8e3e6271c12ca2b7ecbf4e9d183f56ffe807dc97de2addfad0,6414566,1728460948,0.125,1652723,2,1
